price,bedrooms,size,location,property_type,date_sold
40170000,3,258,Kiambu,Apartment,01/09/2022
9500000,2,92,Kilimani,Apartment,09/07/2023
7900000,2,85,Kileleshwa,Apartment,03/12/2022
12300000,3,117,Kilimani,Apartment,23/07/2021
10500000,2,82,Westlands,Apartment,24/10/2024
13900000,2,125,Westlands,Apartment,16/07/2022
11230000,2,113,Westlands,Apartment,06/10/2022
11230000,2,113,Westlands,Apartment,11/04/2021
7000000,2,70,Kilimani,Apartment,02/06/2021
20100000,4,200,Kilimani,Apartment,11/10/2024
13000000,4,130,Kilimani,Apartment,03/07/2021
17000000,4,170,Kilimani,Apartment,24/11/2024
12300000,3,117,Kilimani,Apartment,29/08/2025
8300000,1,79,Kilimani,Apartment,18/08/2025
9200000,2,88,Kilimani,Apartment,27/06/2022
7900000,2,75,Kilimani,Apartment,30/06/2023
11200000,3,120,Kileleshwa,Apartment,28/07/2021
130000000,5,500,Karen,House,04/02/2025
130000000,5,500,Hardy,House,14/09/2024
85000000,5,450,Lavington,House,30/03/2025
85000000,5,450,Lavington,House,31/08/2022
8700000,1,58,Westlands,Apartment,22/07/2023
5500000,1,55,Westlands,Apartment,25/08/2022
5500000,1,55,Westlands,Apartment,10/04/2021
8200000,1,100,Kilimani,Apartment,04/10/2023
40000000,3,200,Gigiri,Apartment,22/10/2025
6900000,1,60,Kilimani,Apartment,18/07/2023
8200000,1,100,Kilimani,Apartment,13/04/2025
12000000,2,117,Kileleshwa,Apartment,15/07/2021
11800000,2,120,Kileleshwa,Apartment,12/11/2021
11500000,2,109,Kileleshwa,Apartment,14/11/2024
11500000,2,112,Kileleshwa,Apartment,09/07/2021
8000000,1,76,Kileleshwa,Apartment,06/04/2024
7000000,1,66,Kileleshwa,Apartment,20/12/2025
6900000,1,64,Kileleshwa,Apartment,16/08/2021
18000000,4,196,Kileleshwa,Apartment,26/05/2023
11200000,3,120,Kileleshwa,Apartment,05/07/2022
9000000,2,97,Kileleshwa,Apartment,21/11/2021
8300000,2,90,Kileleshwa,Apartment,17/01/2022
8150000,2,88,Kileleshwa,Apartment,15/08/2025
8150000,2,88,Kileleshwa,Apartment,11/03/2024
7900000,2,85,Kileleshwa,Apartment,23/05/2023
6700000,1,72,Kileleshwa,Apartment,11/11/2021
5850000,1,63,Kileleshwa,Apartment,19/12/2024
4600000,1,48,Kileleshwa,Apartment,24/07/2025
3450000,1,35,Kileleshwa,Apartment,29/05/2024
17500000,3,190,Kileleshwa,Apartment,07/06/2023
16500000,3,185,Kileleshwa,Apartment,21/09/2023
17500000,3,190,Kileleshwa,Apartment,04/04/2021
15000000,3,165,Kileleshwa,Apartment,26/01/2024
14500000,3,160,Kileleshwa,Apartment,26/05/2022
12500000,2,145,Kileleshwa,Apartment,05/06/2021
11500000,2,130,Kileleshwa,Apartment,28/12/2025
11000000,2,130,Kileleshwa,Apartment,08/06/2021
9500000,2,95,Kileleshwa,Apartment,11/06/2025
9000000,2,90,Kileleshwa,Apartment,19/08/2021
13600000,3,110,Lavington,Apartment,29/08/2025
10600000,2,85,Lavington,Apartment,07/12/2021
7600000,1,60,Lavington,Apartment,17/07/2021
75900000,4,445,Westlands,Apartment,05/02/2021
73400000,4,315,Westlands,Apartment,28/09/2025
36000000,3,222,Westlands,Apartment,19/12/2025
22400000,2,157,Westlands,Apartment,19/04/2025
19500000,3,150,Westlands,Apartment,14/10/2022
14175000,2,105,Westlands,Apartment,13/12/2025
8120000,1,58,Westlands,Apartment,17/10/2025
16000000,2,131,Westlands,Apartment,07/06/2022
22500000,3,172,Westlands,Apartment,18/05/2021
22200000,3,170,Westlands,Apartment,10/10/2024
18200000,2,140,Westlands,Apartment,08/07/2023
16200000,2,126,Westlands,Apartment,27/10/2022
9900000,1,78,Westlands,Apartment,22/06/2025
28500000,3,186,Westlands,Apartment,21/04/2022
20500000,3,133,Westlands,Apartment,08/09/2023
22500000,2,157,Westlands,Apartment,26/01/2025
12800000,1,88,Westlands,Apartment,07/02/2024
11400000,1,78,Westlands,Apartment,05/04/2024
20300000,3,162,Westlands,Apartment,02/08/2023
16000000,2,131,Westlands,Apartment,19/09/2023
14000000,2,113,Westlands,Apartment,03/12/2025
13000000,2,106,Westlands,Apartment,29/08/2025
12500000,2,102,Westlands,Apartment,01/07/2022
9300000,1,78,Westlands,Apartment,11/03/2025
8400000,1,71,Westlands,Apartment,14/02/2021
13050000,2,116,Westlands,Apartment,09/11/2025
11950000,2,104,Westlands,Apartment,06/07/2023
7150000,1,61,Westlands,Apartment,05/04/2024
6950000,1,60,Westlands,Apartment,03/02/2022
18500000,2,146,Westlands,Apartment,15/03/2025
18200000,2,145,Westlands,Apartment,02/03/2021
14800000,2,115,Westlands,Apartment,19/06/2023
8700000,1,68,Westlands,Apartment,14/03/2021
16700000,2,142,Westlands,Apartment,23/09/2022
13000000,2,113,Westlands,Apartment,23/08/2021
10300000,1,88,Westlands,Apartment,27/10/2025
9020000,1,76,Westlands,Apartment,18/02/2025
16700000,2,142,Westlands,Apartment,13/01/2021
6140000,1,52,Westlands,Apartment,21/11/2024
5000000,1,43,Westlands,Apartment,26/11/2022
8000000,1,55,Westlands,Apartment,30/12/2024
8400000,1,57,Westlands,Apartment,01/10/2023
8800000,1,70,Westlands,Apartment,11/09/2021
27330000,4,199,Westlands,Apartment,27/08/2022
27330000,4,199,Westlands,Apartment,02/08/2025
21340000,3,155,Westlands,Apartment,06/10/2023
22000000,3,160,Westlands,Apartment,26/04/2025
17690000,3,129,Westlands,Apartment,30/08/2021
14900000,2,108,Westlands,Apartment,22/09/2024
11690000,2,85,Westlands,Apartment,17/12/2024
13280000,2,96,Westlands,Apartment,05/04/2024
12910000,2,92,Westlands,Apartment,11/02/2024
12920000,2,94,Westlands,Apartment,07/06/2025
10780000,2,98,Kilimani,Apartment,17/04/2025
10780000,2,98,Kilimani,Apartment,26/04/2025
10780000,2,98,Kilimani,Apartment,05/04/2022
10780000,2,98,Kilimani,Apartment,09/08/2023
15500000,2,136,Westlands,Apartment,12/12/2023
70000000,5,450,Lavington,House,29/09/2024
48000000,4,3,Kyuna,House,09/09/2024
19000000,3,180,Kileleshwa,Apartment,17/01/2021
18000000,4,196,Kileleshwa,Apartment,04/03/2023
11000000,3,1300,Nyali,Apartment,26/06/2022
4720000,1,34,Lower Kabete,Apartment,16/03/2023
8000000,1.5,90,Westlands,Apartment,06/02/2023
4800000,1,45,Syokimau,Apartment,17/06/2021
5000000,1,43,Westlands,Apartment,13/06/2021
12500000,2,141,Westlands,Apartment,08/02/2025
38000000,5,500,Kileleshwa,House,16/01/2025
100000000,5,600,Lavington,House,08/11/2023
10500000,2,110,Westlands,Apartment,02/05/2023
12500000,2,141,Westlands,Apartment,11/04/2024
12910000,2,85,Westlands,Apartment,08/03/2022
8700000,2,110,Syokimau,Apartment,11/04/2024
18500000,3,91,Kileleshwa,Apartment,19/10/2025
62500000,5,445,Kilimani,Apartment,17/11/2022
7000000,2,70,Kileleshwa,Apartment,13/03/2025
18762392,3,100,Kileleshwa,Apartment,14/01/2025
32900000,4,188,Westlands,Apartment,14/06/2023
85000000,5,456,Lavington,House,23/12/2022
33500000,5,302,Kilimani,Apartment,14/11/2025
52500000,5,359,Kilimani,Apartment,21/05/2023
42500000,4,276,Kilimani,Apartment,16/04/2021
15620000,3,142,Kilimani,Apartment,23/06/2021
15620000,3,142,Kilimani,Apartment,20/06/2022
8700000,1,58,Westlands,Apartment,18/01/2025
8700000,1,85,Westlands,Apartment,29/09/2025
6440000,1,58,Westlands,Apartment,03/10/2025
12840000,2,1,Westlands,Apartment,18/02/2023
6800000,2,68,Kilimani,Apartment,13/05/2023
10300000,2,85,Kilimani,Apartment,13/08/2022
21000000,4,210,Westlands,Apartment,11/01/2023
15000000,4,150,Westlands,Apartment,17/12/2022
20100000,4,200,Lavington,Apartment,12/10/2021
13000000,4,130,Lavington,Apartment,03/05/2024
17000000,4,170,Lavington,Apartment,21/01/2023
14000000,2,9,Westlands,Apartment,26/01/2022
10206800,2,120,Westlands,Apartment,19/11/2021
10206800,2,120,Westlands,Apartment,28/07/2025
27000000,2,4200,Industrial Area,Apartment,28/11/2025
131000000,5,6,Kyuna,House,12/01/2025
25600000,1,588,Riverside,Apartment,09/10/2025
150000000,5,800,Karen,House,07/01/2022
150000000,5,800,Karen,House,09/10/2025
7500000,1,87,Westlands,Apartment,16/03/2022
32500000,3,205,Kilimani,Apartment,26/04/2022
26500000,4,230,Kilimani,Apartment,30/05/2021
10500000,1,28,Kilimani,Apartment,24/07/2024
11890000,2,991,Kilimani,Apartment,28/03/2022
7800000,1,55,Westlands,Apartment,09/07/2025
9000000,3,90,Syokimau,Apartment,14/04/2024
11000000,3,110,Kilimani,Apartment,04/07/2024
3600000,2,77,Kitengela,Apartment,18/05/2021
13000000,3,150,Syokimau,Apartment,08/02/2023
33500000,5,302,Kilimani,Apartment,22/12/2021
24610000,3,155,Westlands,Apartment,04/02/2022
31000000,4,213,Westlands,Apartment,01/04/2024
3600000,2,77,Kitengela,Apartment,14/09/2022
11000000,3,110,Kileleshwa,Apartment,24/03/2025
7000000,2,70,Lavington,Apartment,08/04/2024
12300000,2,107,Westlands,Apartment,02/02/2025
120000000,4,6,Loresho,House,02/11/2025
11000000,3,110,Lavington,Apartment,18/02/2021
41500000,4,314,Westlands,Apartment,14/08/2025
17054400,3,200,Westlands,Apartment,16/02/2024
19638400,4,230,Westlands,Apartment,16/01/2025
17054400,3,200,Westlands,Apartment,24/12/2024
19638400,4,230,Westlands,Apartment,18/05/2024
11000000,2,115,Kileleshwa,Apartment,17/07/2023
20100000,4,200,Kileleshwa,Apartment,25/10/2021
13000000,4,130,Kileleshwa,Apartment,04/08/2025
17000000,4,170,Kileleshwa,Apartment,15/08/2024
10500000,2,82,Westlands,Apartment,11/07/2025
15500000,2,136,Westlands,Apartment,18/01/2021
3800000,1,38,Syokimau,Apartment,10/04/2024
3800000,1,38,Syokimau,Apartment,08/01/2022
3800000,1,38,Syokimau,Apartment,30/05/2025
8200000,1,82,Kileleshwa,Apartment,23/10/2022
6500000,1,66,Kileleshwa,Apartment,07/06/2023
6300000,1,64,Kileleshwa,Apartment,25/01/2025
5800000,1,58,Kileleshwa,Apartment,24/02/2022
5800000,1,58,Kileleshwa,Apartment,12/06/2025
24000000,3,182,Kilimani,Apartment,11/04/2022
22000000,3,173,Kilimani,Apartment,30/01/2021
120000000,5,55,Runda,House,25/12/2025
13000000,4,130,Kilimani,Apartment,28/12/2023
17000000,4,170,Kilimani,Apartment,26/02/2021
12120000,2,111,Westlands,Apartment,27/10/2024
12120000,2,111,Westlands,Apartment,25/07/2021
13900000,2,125,Westlands,Apartment,13/12/2022
5800000,1,58,Kileleshwa,Apartment,23/01/2021
5800000,1,58,Kileleshwa,Apartment,02/04/2025
8700000,1,58,Westlands,Apartment,28/02/2023
8700000,1,58,Westlands,Apartment,04/05/2022
5000000,1,50,Kilimani,Apartment,09/02/2023
5000000,1,50,Kilimani,Apartment,10/11/2024
62500000,6,446,Kilimani,Apartment,12/07/2021
34000000,5,302,Kilimani,Apartment,26/09/2025
25800000,4,230,Kilimani,Apartment,16/11/2024
22000000,3,202,Kilimani,Apartment,05/09/2025
12000000,2,96,Kilimani,Apartment,02/10/2022
26800000,4,269,Kilimani,Apartment,09/12/2023
26000000,4,260,Kilimani,Apartment,19/05/2025
26000000,4,260,Kilimani,Apartment,05/04/2021
16000000,3,160,Kilimani,Apartment,05/01/2024
11800000,2,120,Kilimani,Apartment,07/11/2024
10500000,2,110,Kilimani,Apartment,26/02/2024
8500000,2,82,Kilimani,Apartment,28/02/2024
6800000,1,65,Kilimani,Apartment,30/06/2023
10500000,2,100,Kilimani,Apartment,25/05/2023
7900000,1,75,Kilimani,Apartment,28/04/2021
4900000,1,45,Kilimani,Apartment,11/11/2021
35000000,5,260,Kilimani,Apartment,24/09/2025
18500000,3,160,Kilimani,Apartment,03/04/2025
15000000,3,130,Kilimani,Apartment,17/02/2024
15000000,2,130,Kilimani,Apartment,03/03/2022
12000000,2,110,Kilimani,Apartment,19/12/2025
10300000,2,94,Kilimani,Apartment,31/01/2021
18900000,3,173,Kilimani,Apartment,03/01/2023
14800000,3,135,Kilimani,Apartment,31/08/2024
11250000,2,102,Kilimani,Apartment,19/08/2022
11000000,2,100,Kilimani,Apartment,10/05/2021
10550000,2,96,Kilimani,Apartment,27/02/2024
10300000,2,94,Kilimani,Apartment,09/09/2022
8550000,1,78,Kilimani,Apartment,28/12/2022
7800000,1,71,Kilimani,Apartment,19/10/2024
7500000,1,68,Kilimani,Apartment,28/11/2025
7150000,1,65,Kilimani,Apartment,25/05/2024
19000000,4,193,Kilimani,Apartment,12/10/2021
13800000,3,140,Kilimani,Apartment,06/07/2022
13800000,2,140,Kilimani,Apartment,08/04/2022
9600000,2,94,Kilimani,Apartment,01/11/2023
7200000,1,68,Kilimani,Apartment,09/10/2024
5800000,1,53,Kilimani,Apartment,20/12/2024
5800000,1,53,Kilimani,Apartment,27/10/2023
9800000,2,104,Kilimani,Apartment,13/07/2021
5800000,1,60,Kilimani,Apartment,22/04/2021
9800000,2,104,Kilimani,Apartment,10/11/2025
6000000,2,90,Athi River,Apartment,23/06/2021
7000000,2,70,Kilimani,Apartment,02/05/2025
20100000,4,200,Kilimani,Apartment,20/12/2022
6800000,2,68,Lavington,Apartment,08/12/2024
8840000,1,68,Westlands,Apartment,28/01/2025
12870000,2,111,Westlands,Apartment,08/12/2022
8600000,1,74,Westlands,Apartment,10/08/2024
8000000,1,69,Westlands,Apartment,24/05/2023
13000000,2,101,Westlands,Apartment,24/02/2023
7800000,1,63,Westlands,Apartment,21/01/2021
7500000,1,54,Westlands,Apartment,16/07/2022
5800000,1,42,Westlands,Apartment,18/06/2024
6000000,1,57,Westlands,Apartment,25/10/2021
6000000,1,57,Westlands,Apartment,28/08/2022
26000000,3,242,Hurlingham,Apartment,25/04/2024
100000000,5,300,Lavington,House,22/01/2024
10400000,2,111,Kileleshwa,Apartment,09/01/2022
10400000,2,111,Kileleshwa,Apartment,09/05/2023
29400000,4,288,Kilimani,Apartment,08/01/2021
39000000,6,433,Kilimani,Apartment,26/10/2021
31000000,4,230,Westlands,Apartment,09/04/2024
14000000,2,94,Westlands,Apartment,21/02/2022
31000000,4,204,Westlands,Apartment,03/09/2022
24610000,3,264,Westlands,Apartment,06/09/2024
24610000,3,264,Westlands,Apartment,30/11/2023
13500000,4,4,Ongata Rongai,House,04/05/2022
260000000,6,817,Runda,House,11/04/2022
260000000,6,817,Runda,House,24/05/2022
5000000,1,43,Westlands,Apartment,09/08/2025
260000000,6,817,Runda,House,20/12/2021
9600000,1,87,Westlands,Apartment,31/10/2023
20100000,4,200,Lavington,Apartment,04/08/2023
24610000,3,155,Westlands,Apartment,11/10/2025
12910000,2,85,Westlands,Apartment,30/11/2022
12910000,2,85,Westlands,Apartment,18/06/2025
12910000,2,85,Westlands,Apartment,25/03/2022
12850000,2,501,Westlands,Apartment,19/07/2022
6000000,1,60,Kilimani,Apartment,11/12/2024
17520000,2,146,Westlands,Apartment,30/12/2024
17400000,2,145,Westlands,Apartment,15/04/2021
14375000,2,115,Westlands,Apartment,01/01/2025
100000,1,90,Westlands,Apartment,13/07/2024
9700000,3,143,Syokimau,Apartment,25/07/2024
9700000,3,143,Syokimau,Apartment,15/10/2024
9700000,3,143,Syokimau,Apartment,11/06/2025
100000,1,90,Westlands,Apartment,25/06/2021
17200000,2.5,130,Westlands,Apartment,13/04/2024
125000000,5,600,Kitisuru,House,24/02/2024
69000000,5,400,Lavington,House,09/03/2025
6500000,1,64,Westlands,Apartment,09/08/2022
10800000,2,138,Westlands,Apartment,20/02/2021
10800000,2,138,Westlands,Apartment,01/03/2025
9000000,1,79,Westlands,Apartment,02/09/2025
9000000,1,74,Westlands,Apartment,26/04/2022
31000000,4,213,Westlands,Apartment,23/01/2022
31000000,4,213,Westlands,Apartment,29/03/2023
7000000,2,70,Kileleshwa,Apartment,22/01/2025
6600000,1,60,Parklands,Apartment,13/06/2025
21000000,4,210,Westlands,Apartment,15/12/2024
15000000,4,150,Westlands,Apartment,24/12/2023
20100000,4,200,Lavington,Apartment,01/08/2024
13000000,4,130,Lavington,Apartment,18/04/2022
17000000,4,170,Lavington,Apartment,30/04/2025
12000000,2,100,Westlands,Apartment,13/03/2024
6200000,1,48,Westlands,Apartment,15/10/2022
24610000,3,155,Westlands,Apartment,15/12/2024
31000000,4,213,Westlands,Apartment,05/04/2021
24610000,3,155,Westlands,Apartment,24/07/2021
7200000,1,58,Westlands,Apartment,02/01/2024
6200000,1,48,Westlands,Apartment,02/05/2024
15500000,2,131,Westlands,Apartment,30/09/2025
10400000,2,110,Kilimani,Apartment,08/11/2025
20100000,4,200,Kileleshwa,Apartment,04/06/2023
22000000,3,155,Westlands,Apartment,21/09/2023
62500000,5,445,Kilimani,Apartment,24/09/2024
350000000,5,8,Kitisuru,House,15/08/2023
9000000,3,90,Syokimau,Apartment,15/12/2021
11000000,3,110,Kilimani,Apartment,21/02/2025
11800000,2,120,Hurlingham,Apartment,19/06/2023
6830000,1,56,Westlands,Apartment,28/04/2023
27500000,4,112,Westlands,Apartment,01/05/2025
11000000,3,110,Kileleshwa,Apartment,13/12/2024
15600000,2,122,Kilimani,Apartment,15/09/2023
7500000,2,109,Syokimau,Apartment,17/07/2021
11000000,3,110,Kilimani,Apartment,30/08/2023
7500000,2,109,Syokimau,Apartment,03/03/2023
7500000,2,109,Syokimau,Apartment,30/08/2025
80000000,4,366,Kileleshwa,House,21/12/2021
7000000,2,70,Lavington,Apartment,27/04/2024
18000000,5,4,Ruiru,House,13/10/2025
8080000,1,73,Lavington,Apartment,09/06/2024
10500000,2,102,Kilimani,Apartment,21/10/2022
240000000,5,430,Runda,House,25/08/2022
110000000,4,55,Loresho,House,27/06/2021
120000000,4,66,Loresho,House,15/11/2023
95000000,5,500,Lavington,Apartment,30/07/2022
11900000,2,100,Lavington,Apartment,06/04/2022
8080000,1,73,Lavington,Apartment,18/12/2025
7690000,1,64,Lavington,Apartment,20/07/2024
17030000,2,131,Westlands,Apartment,02/01/2025
11000000,3,110,Lavington,Apartment,30/10/2023
15500000,2,136,Westlands,Apartment,23/01/2023
30000000,3,251,Kileleshwa,Apartment,23/05/2021
20100000,4,200,Kileleshwa,Apartment,07/02/2023
13000000,4,130,Kileleshwa,Apartment,09/02/2021
17000000,4,170,Kileleshwa,Apartment,15/12/2023
193000000,5,450,Karen,House,22/09/2023
131000000,5,6,Kyuna,House,23/09/2025
131000000,5,6,Kyuna,House,03/11/2023
26390000,3,203,Westlands,Apartment,09/01/2022
21000000,3,152,Westlands,Apartment,13/06/2023
20100000,4,200,Kilimani,Apartment,05/08/2021
14500000,3,120,Westlands,Apartment,09/01/2025
6800000,2,68,Kileleshwa,Apartment,14/06/2024
26400000,4,340,Kileleshwa,Apartment,20/08/2021
17500000,2,146,Westlands,Apartment,11/12/2023
17400000,2,145,Westlands,Apartment,22/07/2025
14300000,2,115,Westlands,Apartment,28/06/2022
8800000,1,68,Westlands,Apartment,21/01/2022
14500000,3,120,Westlands,Apartment,08/06/2023
14500000,3,120,Westlands,Apartment,30/01/2024
10400000,2,1700,Nyali,Apartment,22/04/2021
4800000,1,50,Syokimau,Apartment,04/08/2021
50000000,4,200,Karen,House,15/02/2024
9000000,1,56,Westlands,Apartment,09/12/2023
14500000,1,106,Westlands,Apartment,01/06/2024
14500000,1,106,Westlands,Apartment,01/09/2025
26000000,2,264,Kilimani,Apartment,02/01/2024
27000000,4,202,Westlands,Apartment,26/05/2021
3000000,1,34,Lower Kabete,Apartment,16/09/2021
11230000,2,113,Westlands,Apartment,15/10/2025
8230000,1,82,Westlands,Apartment,09/01/2024
7230000,1,65,Westlands,Apartment,29/10/2024
6830000,1,56,Westlands,Apartment,02/02/2024
11230000,2,113,Westlands,Apartment,16/04/2025
18200000,3,142,Westlands,Apartment,12/03/2024
18100000,3,141,Westlands,Apartment,13/04/2022
17900000,3,140,Westlands,Apartment,04/07/2022
17700000,3,139,Westlands,Apartment,09/08/2024
12600000,2,96,Westlands,Apartment,14/07/2024
12500000,2,95,Westlands,Apartment,29/08/2023
12000000,2,89,Westlands,Apartment,29/05/2021
11700000,2,86,Westlands,Apartment,30/06/2021
86000000,6,600,Lavington,House,21/06/2022
24270000,3,173,Kilimani,Apartment,02/05/2022
5800000,1,58,Kileleshwa,Apartment,28/07/2025
8700000,1,58,Westlands,Apartment,28/05/2021
8700000,1,58,Westlands,Apartment,05/04/2021
10500000,2,108,Kilimani,Apartment,08/05/2021
10780000,2,98,Kilimani,Apartment,10/04/2024
7900000,2,85,Kileleshwa,Apartment,25/07/2023
6000000,2,60,Syokimau,Apartment,09/08/2021
7000000,2,70,Syokimau,Apartment,04/07/2025
170000000,5,7,Karen,House,13/07/2024
90000000,4,300,Karen,House,30/03/2024
4900000,1,49,Westlands,Apartment,11/09/2025
10500000,3,41,Nyali,Apartment,31/03/2021
7000000,2,70,Syokimau,Apartment,04/12/2024
350000000,4,500,Runda,House,19/03/2022
13500000,4,176,Syokimau,Apartment,24/06/2025
13500000,4,176,Syokimau,Apartment,29/01/2024
13500000,4,176,Syokimau,Apartment,08/06/2024
11200000,3,120,Kileleshwa,Apartment,23/03/2025
2800000,1,55,Kitengela,Apartment,16/03/2022
7000000,2,70,Kilimani,Apartment,01/02/2021
20100000,4,200,Kilimani,Apartment,26/04/2023
13000000,4,130,Kilimani,Apartment,25/11/2023
14000000,2,90,Westlands,Apartment,21/06/2023
17000000,4,170,Kilimani,Apartment,19/08/2025
11000000,3,110,Kileleshwa,Apartment,15/12/2024
19000000,3,180,Kileleshwa,Apartment,06/07/2024
14000000,3,183,Syokimau,Apartment,28/09/2025
28553200,5,335,Westlands,Apartment,11/06/2022
28553200,5,335,Westlands,Apartment,09/01/2025
8800000,1,64,Westlands,Apartment,28/06/2025
8790000,1,64,Westlands,Apartment,09/03/2022
14000000,2,90,Westlands,Apartment,05/07/2025
14000000,2,90,Westlands,Apartment,22/07/2022
3000000,1,34,Lower Kabete,Apartment,26/01/2025
27000000,4,202,Westlands,Apartment,28/08/2025
21000000,3,152,Westlands,Apartment,14/01/2022
90000000,1,53,Juja,Apartment,03/11/2024
3100000,1,46,Dagoretti,Apartment,10/11/2025
90000000,1,53,Juja,Apartment,15/07/2025
3100000,1,46,Dagoretti,Apartment,23/08/2023
14000000,2,94,Kilimani,Apartment,26/10/2021
8000000,3,80,Syokimau,Apartment,06/03/2021
11000000,3,110,Kilimani,Apartment,20/04/2022
12840000,2,401,Westlands,Apartment,29/05/2022
5000000,1,43,Westlands,Apartment,10/05/2022
31000000,4,275,Kileleshwa,Apartment,28/05/2025
10800000,2,100,Kilimani,Apartment,26/02/2022
180000000,6,62,Muthaiga,House,14/04/2021
8200000,1,75,Kilimani,Apartment,13/07/2021
10500000,3,1750,Nyali,Apartment,01/10/2025
12000000,2,119,Kileleshwa,Apartment,23/08/2021
11500000,2,110,Kileleshwa,Apartment,07/05/2022
16000000,4,300,Kiambu,House,11/01/2023
18000000,4,196,Kileleshwa,Apartment,13/05/2023
180000000,6,62,Muthaiga,House,01/04/2022
6440000,1,78,Westlands,Apartment,10/07/2021
19840000,3,141,Westlands,Apartment,15/11/2024
10000000,2,120,Parklands,Apartment,20/06/2024
10556000,1,64,Kiambu,Apartment,19/04/2025
11000000,3,110,Lavington,Apartment,02/05/2022
2800000,1,55,Kitengela,Apartment,24/05/2021
18000000,3,2600,Nyali,Apartment,13/07/2025
5490000,1,48,Lavington,Apartment,18/02/2025
15100000,3,150,Westlands,Apartment,14/01/2021
23000000,2,179,Westlands,Apartment,20/04/2025
6830000,1,56,Westlands,Apartment,24/02/2022
5000000,1,43,Westlands,Apartment,24/02/2022
13200000,2,113,Westlands,Apartment,24/10/2025
13200000,2,113,Westlands,Apartment,26/07/2024
19500000,4,195,Kilimani,Apartment,19/10/2022
16500000,3,168,Kilimani,Apartment,08/10/2022
10000000,2,108,Kilimani,Apartment,01/03/2021
5000000,1,52,Kilimani,Apartment,07/12/2024
13500000,4,176,Syokimau,Apartment,11/11/2025
13500000,4,176,Syokimau,Apartment,10/12/2025
17000000,3,200,Lavington,Apartment,04/04/2021
260000000,5,7,Runda,House,27/12/2023
17000000,3,200,Lavington,Apartment,19/06/2022
65000000,4,400,Lavington,House,03/12/2023
18000000,3,82,Nyali,Apartment,23/08/2024
14170000,2,109,Westlands,Apartment,20/08/2022
14170000,2,109,Westlands,Apartment,26/07/2025
150000000,6,600,Lavington,House,27/03/2025
48000000,4,3,Kyuna,House,08/04/2023
7000000,1,70,Kilimani,Apartment,20/09/2025
6500000,1,90,Kilimani,Apartment,27/09/2025
7000000,2,70,Kileleshwa,Apartment,19/07/2025
12600000,2,94,Westlands,Apartment,06/01/2022
18100000,3,141,Westlands,Apartment,10/11/2023
4800000,1,50,Syokimau,Apartment,05/05/2022
4500000,1,45,Westlands,Apartment,18/10/2021
21000000,4,210,Westlands,Apartment,29/07/2023
15000000,4,150,Westlands,Apartment,19/08/2023
13000000,4,130,Lavington,Apartment,30/11/2024
17000000,4,170,Lavington,Apartment,14/09/2023
23000000,4,230,Kileleshwa,Apartment,09/08/2024
28000000,2,49,Riverside,House,09/05/2025
12000000,3,143,Syokimau,Apartment,09/08/2025
8500000,2,85,Kilimani,Apartment,23/02/2023
7800000,1,59,Westlands,Apartment,03/02/2023
5850000,1,63,Kileleshwa,Apartment,25/03/2021
6700000,1,72,Kilimani,Apartment,25/08/2025
13900000,2,125,Westlands,Apartment,18/11/2023
13900000,2,125,Westlands,Apartment,03/03/2024
15500000,2,131,Westlands,Apartment,26/05/2022
1200000,3,115,Westlands,Apartment,13/12/2025
5800000,1,57,Westlands,Apartment,26/06/2022
5800000,1,57,Westlands,Apartment,08/04/2025
5800000,1,57,Westlands,Apartment,21/11/2022
15500000,2,131,Westlands,Apartment,19/03/2025
5800000,1,57,Westlands,Apartment,02/09/2022
6830000,1,56,Westlands,Apartment,13/12/2024
9000000,2,85,Kilimani,Apartment,03/03/2021
34500000,4,300,Kiambu Road,House,22/12/2025
34500000,4,300,Kiambu Road,House,04/09/2023
10700000,2,113,Kilimani,Apartment,03/06/2021
10700000,2,113,Kilimani,Apartment,30/10/2021
19030000,2,131,Westlands,Apartment,16/01/2023
10700000,2,113,Kilimani,Apartment,31/10/2021
9000000,3,90,Syokimau,Apartment,17/08/2021
11000000,3,110,Kilimani,Apartment,14/11/2021
8700000,1,85,Westlands,Apartment,06/02/2023
11000000,3,110,Kileleshwa,Apartment,20/03/2023
3100000,1,46,Dagoretti,Apartment,17/07/2023
7000000,2,70,Lavington,Apartment,29/06/2025
10600000,2,85,Lavington,Apartment,25/08/2024
19030000,2,131,Westlands,Apartment,17/12/2025
13000000,2,110,Westlands,Apartment,12/12/2021
11000000,3,110,Lavington,Apartment,15/10/2025
6820000,1,62,Kilimani,Apartment,25/11/2023
6820000,1,62,Kilimani,Apartment,04/02/2025
6820000,1,62,Kilimani,Apartment,04/02/2023
15500000,2,136,Westlands,Apartment,08/03/2024
10000000,2,90,Ruiru,Apartment,22/11/2022
7500000,2,109,Syokimau,Apartment,10/11/2021
7500000,2,109,Syokimau,Apartment,12/10/2024
7500000,2,109,Syokimau,Apartment,05/10/2021
18330000,2,141,Westlands,Apartment,29/01/2024
6000000,1,60,Kilimani,Apartment,04/12/2021
21000000,3,150,Kileleshwa,Apartment,24/11/2025
2300000,1,2332,Dagoretti,Apartment,13/09/2024
13000000,4,130,Kileleshwa,Apartment,30/07/2024
17000000,4,170,Kileleshwa,Apartment,24/01/2024
85000000,5,450,Lavington,House,16/09/2024
44500000,5,365,Westlands,Apartment,13/05/2024
